Latitude,Longitude,City,Country,Max Temperature (F),Humidity,Cloudiness,Wind Speed (mph),Date
-12.943585823166913,-13.852348831038768,georgetown,sh,77.0,73.0,20.0,14.97,1610528866
83.67120848670939,-78.7315418867479,qaanaaq,gl,4.03,90.0,100.0,3.6,1610528706
21.905229637641924,138.485481951346,naze,jp,57.2,58.0,75.0,3.44,1610528866
80.90806656727281,-61.295371472066066,narsaq,gl,32.0,86.0,90.0,1.59,1610528866
-9.0158159736107,106.761091513216,banjar,id,84.2,79.0,40.0,13.8,1610528866
14.11013058968372,-63.13020400692122,chateaubelair,vc,78.8,73.0,40.0,13.8,1610528867
-16.535375502969387,-69.16232022564718,desaguadero,pe,46.31,79.0,100.0,5.68,1610528867
72.60831370120567,171.6898183005061,pevek,ru,-16.44,89.0,100.0,7.43,1610528867
13.262307601011457,8.479909698081428,matameye,ne,,,,,
-31.203917681022695,6.491722173987142,luderitz,na,73.38,62.0,19.0,8.9,1610528868
4.8704584063696785,-45.810431244905175,salinopolis,br,78.93,83.0,93.0,10.02,1610528868
69.46957787593942,75.72764819505937,novyy urengoy,ru,7.95,94.0,100.0,20.47,1610528868
73.53632716556385,37.87664224435662,tumannyy,ru,,,,,
-87.15217628761987,98.60984998432866,albany,au,64.4,48.0,40.0,17.27,1610528672
34.361445153046304,-147.96064050394392,kahului,us,73.4,78.0,40.0,9.22,1610528869
89.51811308126648,-113.433987499773,yellowknife,ca,10.4,92.0,75.0,11.5,1610528654
-65.31556506680201,-29.843129481531122,mar del plata,ar,62.01,87.0,0.0,9.22,1610528869
77.86718334668944,108.23747692652626,khatanga,ru,-22.56,86.0,100.0,8.14,1610528626
35.42726906818203,155.9528417472054,sentyabrskiy,ru,,,,,
45.98334946844395,129.6240375154378,yilan,cn,5.61,91.0,91.0,15.7,1610528870
45.69771392302434,164.6621734776008,petropavlovsk-kamchatskiy,ru,3.2,66.0,0.0,11.18,1610528870
-45.68200783145174,-74.2095052306041,coihaique,cl,39.2,100.0,0.0,3.44,1610528870
64.80503076291984,-51.83406502877284,nuuk,gl,24.8,100.0,90.0,9.22,1610528663
9.507956163437854,-8.297667904759948,odienne,ci,77.77,18.0,0.0,4.76,1610528871
15.436668862491814,-139.95155787572338,hilo,us,69.8,78.0,1.0,6.91,1610528660
84.52723469754142,92.90219692791908,talnakh,ru,-9.4,89.0,98.0,8.77,1610528871
10.985439466027785,126.7004776634264,sulangan,ph,79.56,84.0,100.0,20.0,1610528872
-86.64348791287026,123.92994944499418,new norfolk,au,69.01,61.0,65.0,3.0,1610528872
54.11388108251094,140.58245966835221,mnogovershinnyy,ru,-16.08,87.0,100.0,2.95,1610528872
-48.06463070861632,-42.53673716792599,rocha,uy,52.5,75.0,0.0,0.87,1610528872
55.27893521138026,-20.230128588053333,vestmannaeyjar,is,41.0,93.0,90.0,41.43,1610528872
-20.185084068449086,-143.43066865938016,tautira,pf,78.8,73.0,40.0,3.44,1610528873
65.43753382069715,-98.70950792475536,thompson,ca,28.4,100.0,90.0,2.3,1610528649
44.48189569269323,169.67536893835597,nikolskoye,ru,8.6,78.0,90.0,13.42,1610528873
10.1232421182754,-77.53537117125525,ailigandi,pa,78.37,85.0,100.0,7.36,1610528873
-49.37231905058616,47.51818216672936,tsihombe,mg,,,,,
38.33801646888179,-104.17385576923112,pueblo,us,42.01,74.0,1.0,9.57,1610528746
10.749056769745636,-55.75827067917078,oistins,bb,77.0,78.0,40.0,13.8,1610528874
12.25808314558958,-120.48534342711366,cabo san lucas,mx,57.99,56.0,99.0,1.01,1610528875
-53.40721776102171,-109.00931527199906,castro,cl,46.0,87.0,0.0,4.61,1610528875
-44.58136597734178,68.76984296041351,souillac,mu,82.4,74.0,75.0,16.11,1610528875
43.88865373351672,26.56903289952706,kubrat,bg,35.65,96.0,100.0,10.92,1610528875
14.644606909186393,-91.93173634108508,genova,gt,64.0,95.0,0.0,1.01,1610528875
84.60359803589623,46.65886441880872,belushya guba,ru,,,,,
62.42918426820634,-167.60474448944558,nome,us,10.4,85.0,100.0,4.61,1610528649
-1.1214514316286142,130.76153341698586,sorong,id,83.57,77.0,100.0,10.56,1610528876
59.21656191903216,-176.44572887078934,provideniya,ru,-5.46,84.0,100.0,8.55,1610528683
-2.4578800313342697,-176.33791574576077,vaitupu,wf,,,,,
19.139303097599466,-3.5296875920765842,araouane,ml,66.85,24.0,0.0,11.16,1610528877
12.393258675566642,-163.62642755869413,makakilo city,us,78.8,69.0,90.0,8.05,1610528773
-32.87476632201106,-79.80187289511528,talcahuano,cl,50.0,93.0,41.0,6.91,1610528878
14.354139464243445,-73.91086503807448,manaure,co,75.94,80.0,78.0,16.75,1610528878
-21.574588927760928,-82.92430758274148,marcona,pe,,,,,
9.170679441221424,32.59674800768414,malakal,sd,,,,,
30.46192082157323,72.90829222610432,kamir,pk,74.89,16.0,0.0,3.56,1610528878
-42.31447962069431,-1.39537755005,saldanha,za,75.2,57.0,0.0,5.75,1610528879
-23.384844375460872,-52.778035079413414,cianorte,br,73.4,88.0,0.0,4.61,1610528879
23.34915126388161,-76.66417938401689,rock sound,bs,75.6,76.0,13.0,7.94,1610528879
45.4959996729865,157.34893852762713,severo-kurilsk,ru,17.76,87.0,79.0,9.01,1610528879
-43.14328225586263,157.6902755362869,te anau,nz,56.77,83.0,50.0,3.98,1610528879
54.855821473802166,-113.26301112679117,athabasca,ca,15.8,92.0,100.0,2.3,1610528880
-55.18182912780101,155.93607461636117,tuatapere,nz,55.99,86.0,98.0,1.01,1610528660
4.440655642272063,-77.92397510268438,litoral del san juan,co,,,,,
42.31187339196052,-20.843600174364298,vila franca do campo,pt,59.0,100.0,75.0,6.91,1610528880
48.99204531778443,-113.28564746243362,cardston,ca,46.4,57.0,100.0,19.57,1610528881
73.40685345063432,161.05533046342532,cherskiy,ru,-21.8,84.0,91.0,4.74,1610528881
77.7549724554307,-2.223123303209178,klaksvik,fo,33.8,75.0,75.0,4.61,1610528881
21.020104260298368,-5.6463217083411905,taoudenni,ml,63.55,26.0,98.0,19.51,1610528881
10.197573875128157,47.63875487993877,bosaso,so,78.13,42.0,0.0,17.29,1610528881
25.48191761034076,-23.817662225018665,los llanos de aridane,es,59.0,63.0,20.0,10.36,1610528882
-19.798611454575678,-158.6313988779753,avarua,ck,80.6,83.0,75.0,14.97,1610528882
-2.5216799225562454,-2.6198635802280137,axim,gh,81.97,79.0,36.0,9.44,1610528882
18.775886925595188,-12.551780333492104,atar,mr,59.74,34.0,48.0,13.38,1610528882
8.918625871541266,110.42885187895087,phan rang,vn,,,,,
75.37201841404911,-39.08506932566331,tasiilaq,gl,32.0,80.0,90.0,41.43,1610528618
-18.922389673760122,-93.5380054003042,hualmay,pe,69.85,88.0,100.0,7.7,1610528883
-58.687979997516415,176.35804320136157,kaitangata,nz,57.67,95.0,7.0,5.14,1610528883
1.0191898218414082,-96.844118658612,puerto ayora,ec,73.99,95.0,24.0,1.99,1610528883
58.88078481073185,156.6551215952599,tigil,ru,-1.53,88.0,58.0,8.61,1610528884
-30.228556613969346,161.1950637965785,byron bay,au,75.2,73.0,90.0,6.91,1610528884
55.70832458278477,-23.524274134197526,grindavik,is,41.0,87.0,90.0,44.87,1610528884
14.762552390474411,-123.10853941302744,constitucion,mx,35.33,79.0,99.0,0.87,1610528884
72.97061736755686,-174.4402925006061,mys shmidta,ru,,,,,
-7.221552152974752,62.8195838984127,victoria,sc,84.2,74.0,75.0,9.22,1610528885
8.342426883667187,18.528780892599542,moissala,td,89.8,12.0,0.0,4.36,1610528885
53.74864640736709,-64.20666758300004,havre-saint-pierre,ca,12.2,85.0,90.0,4.61,1610528885
-1.7543659284130086,-127.51724476268026,atuona,pf,77.32,82.0,85.0,14.41,1610528660
17.8398553762581,-91.8429700457219,emiliano zapata,mx,51.8,62.0,75.0,1.25,1610528885
16.826653475394693,-109.46449926036283,tomatlan,mx,61.61,52.0,3.0,2.84,1610528886
-11.938257181897512,-148.3420738425828,fare,pf,81.37,77.0,100.0,20.38,1610528886
55.32489519927145,133.1914248977787,chumikan,ru,-16.06,86.0,82.0,0.65,1610528686
70.71996753452723,66.13572089578963,sovetskiy,ru,-7.04,88.0,0.0,3.4,1610528886
51.82726208859077,20.61656282696896,grojec,pl,32.0,10.0,55.0,13.38,1610528887
20.165611868088106,146.55925987933347,katsuura,jp,50.0,37.0,20.0,2.3,1610528748
-14.3651375997962,-58.15750171742998,nova olimpia,br,74.28,82.0,100.0,0.85,1610528887
75.34832003595466,108.30936784681194,saskylakh,ru,-33.9,81.0,93.0,11.54,1610528681
85.81664682559074,132.65572186899794,tiksi,ru,-35.14,80.0,37.0,4.0,1610528887
-22.215543345760594,61.07277595519193,bambous virieux,mu,82.99,74.0,75.0,16.11,1610528888
18.848898175329552,143.09938162901528,airai,pw,,,,,
59.19224543652473,-16.621217823595572,hofn,is,35.6,80.0,90.0,4.61,1610528888
13.44807084745841,20.817109337367754,abeche,td,82.4,13.0,0.0,16.11,1610528647
23.053715695323078,2.2072063781645,tessalit,ml,75.38,17.0,67.0,10.38,1610528888
15.630001318094926,65.84647234675495,veraval,in,84.07,32.0,81.0,8.55,1610528692
45.00391746647878,7.3129089107939365,giaveno,it,46.0,86.0,0.0,3.44,1610528889
64.49649055722762,118.24853331076969,nyurba,ru,-26.79,84.0,100.0,4.94,1610528627
45.91479392418242,2.0805792443519238,gueret,fr,46.0,100.0,90.0,9.22,1610528889
35.65030472051454,116.9490824586835,qufu,cn,43.21,57.0,0.0,4.59,1610528890
65.60629740982796,-78.53576826843255,iqaluit,ca,-4.0,71.0,90.0,19.57,1610528709
-8.842691445597154,87.09822916418761,padang,id,81.54,72.0,79.0,4.88,1610528890
-16.0539570140066,29.244723224821797,kariba,zw,74.75,86.0,92.0,9.26,1610528890
-17.733674975482685,163.89441127374727,poum,nc,83.44,80.0,87.0,14.92,1610528890
-12.555491252172416,42.888539311166596,fomboni,km,82.92,76.0,6.0,11.97,1610528891
-13.1938183173541,59.827712480458274,cap malheureux,mu,82.99,74.0,47.0,10.0,1610528891
68.39969194141773,45.04358458997626,kamenka,ru,19.99,92.0,100.0,20.24,1610528891
-41.362512834643596,-46.41697979417191,chuy,uy,58.35,71.0,0.0,3.24,1610528891
-44.57399372917385,61.9719874764655,saint-philippe,re,87.8,66.0,75.0,10.36,1610528891
4.988636335574398,142.46247907033347,vanimo,pg,82.13,76.0,67.0,4.61,1610528892
54.388995120827644,161.94469999683145,ust-kamchatsk,ru,,,,,
41.96565455175201,82.82972078649368,kuche,cn,,,,,
3.4220929435300462,-33.73616603220657,caucaia,br,80.6,78.0,75.0,6.91,1610528893
48.759103890339844,87.74971068643907,altay,cn,16.39,93.0,100.0,5.17,1610528806
12.3944383268488,-76.32472346108945,puerto colombia,co,77.0,88.0,0.0,9.22,1610528893
-6.172221853443446,-66.80979993933137,carauari,br,72.3,97.0,96.0,1.68,1610528893
-28.315996568409282,38.12269003842886,inhambane,mz,80.6,89.0,75.0,8.03,1610528894
-21.973647720942026,136.317951473692,alice springs,au,100.4,17.0,40.0,16.11,1610528599
56.13456558969716,-179.62814424321553,egvekinot,ru,-14.33,87.0,100.0,11.83,1610528627
67.49309609206165,-8.60791751924225,vestmanna,fo,33.8,75.0,75.0,4.61,1610528894
33.91438542946979,56.53451844890256,tabas,ir,60.35,23.0,0.0,1.79,1610528690
12.508994294167621,123.59635701102809,bagahanglad,ph,,,,,
-5.96159590260487,128.21732567545388,ambon,id,80.6,89.0,40.0,4.61,1610528682
-27.869030792061302,-48.82842725146995,santo amaro da imperatriz,br,82.0,88.0,40.0,10.36,1610528895
74.93499962430315,173.30776767148052,komsomolskiy,ru,49.5,78.0,93.0,28.3,1610528895
73.73439449128028,39.42069327845877,ostrovnoy,ru,3.56,92.0,57.0,18.54,1610528626
-0.0748492778005101,-166.68897539063119,saleaula,ws,,,,,
41.14542023542731,-67.81899115414632,nantucket,us,35.6,69.0,90.0,6.91,1610528896
63.300937488546055,54.29925240325096,sosnogorsk,ru,-10.7,89.0,24.0,1.66,1610528896
-15.147230711845083,124.57965572512893,broome,au,91.4,75.0,40.0,11.5,1610528661
-71.64589330335646,28.142610627073736,kruisfontein,za,73.0,84.0,100.0,5.01,1610528897
2.8542630543353624,-36.46240429355697,itarema,br,78.48,81.0,100.0,7.49,1610528897
-4.114622331039172,167.9804973511711,lata,sb,,,,,
21.92512171327479,142.23125111351345,shimoda,jp,37.0,86.0,16.0,10.25,1610528898
7.921821386508867,-68.03529556145706,calabozo,ve,71.71,74.0,93.0,7.11,1610528898
27.744722454733974,17.45607227979744,waddan,ly,55.4,41.0,92.0,17.34,1610528898
45.27500708434388,-94.87092552258406,willmar,us,32.0,86.0,1.0,5.93,1610528898
3.4833283858859403,3.0535248346617436,cotonou,bj,82.4,89.0,40.0,10.36,1610528899
51.35328507989141,105.07099521048178,tankhoy,ru,7.66,88.0,100.0,4.38,1610528899
67.12602775201998,144.2671974258239,khonuu,ru,,,,,
62.04772936837253,-7.294475862304182,sorvag,fo,,,,,
65.98948934997233,19.236134249375652,kiruna,se,-5.8,84.0,90.0,2.3,1610528900
58.75325957328144,-107.11330715716718,la ronge,ca,19.4,93.0,100.0,2.3,1610528900
63.74077989057696,127.52567024989776,sangar,ru,-43.47,78.0,100.0,5.57,1610528627
27.234779821378396,142.17822725505272,tateyama,jp,52.0,51.0,2.0,2.57,1610528639
36.63305786747753,-61.50743935405208,saint george,bm,69.8,78.0,90.0,25.32,1610528901
19.843346276393333,10.08050278954542,arlit,ne,76.53,17.0,95.0,3.56,1610528901
53.93074711248505,54.14332769428313,novomikhaylovskiy,ru,59.31,66.0,99.0,24.45,1610528901
48.64297221989639,-96.6733432076708,grafton,us,32.0,74.0,1.0,8.05,1610528901
41.71114813311485,-26.344314198635203,praia da vitoria,pt,52.0,93.0,40.0,1.66,1610528901
-27.846456913605323,-156.03451087234345,avera,pf,,,,,
53.38596204131176,77.0140916161061,kachiry,kz,-11.79,88.0,25.0,10.04,1610528902
-9.69367823937769,-61.15840120833326,aripuana,br,71.38,97.0,97.0,0.51,1610528902
50.89489466115094,45.15673619211586,kamenskiy,ru,17.06,97.0,100.0,16.93,1610528902
72.2355185428693,-73.86448336669308,clyde river,ca,-13.0,84.0,90.0,8.05,1610528705
7.480688199727183,148.2347425312076,lorengau,pg,83.32,77.0,57.0,10.85,1610528903
24.5887920003415,40.87800956164875,mecca,sa,81.82,20.0,0.0,2.21,1610528690
8.292744745731284,158.19079352621736,kavieng,pg,83.28,75.0,11.0,15.79,1610528903
4.756668102993828,90.16327682039667,banda aceh,id,82.71,74.0,66.0,10.78,1610528903
-24.02224249612601,87.25803469455661,bengkulu,id,82.45,77.0,82.0,6.98,1610528904
34.681989151323776,93.53714281779509,lasa,cn,,,,,
45.03103439363869,-165.81185561360007,bethel,us,30.99,86.0,90.0,2.46,1610528904
1.5329233098431274,170.46678990106568,buariki,ki,,,,,
16.81784090363179,-67.93341031577984,cabo rojo,us,,,,,
61.891277207613996,107.63022253017346,yerbogachen,ru,-23.51,84.0,100.0,8.77,1610528627
-21.417097668801446,111.82647724088457,carnarvon,au,84.2,65.0,0.0,21.85,1610528661
44.974495930705814,129.59949296892415,chaihe,cn,2.53,88.0,38.0,7.36,1610528905
2.0054660934830792,-14.921708075099616,robertsport,lr,80.26,80.0,55.0,5.59,1610528905
54.71296046975641,156.40037731065047,sobolevo,ru,21.49,96.0,100.0,12.53,1610528906
-6.2997333185689115,-168.24820825346674,samalaeulu,ws,,,,,
80.55880945111798,81.059997179775,dikson,ru,-20.43,88.0,32.0,9.46,1610528681
-12.848610840518418,-62.340953448104955,rolim de moura,br,,,,,
24.081616910145215,-101.06355228297812,cedral,mx,40.32,78.0,7.0,4.56,1610528906
54.53338272727282,107.87790150894199,khuzhir,ru,2.48,82.0,97.0,3.65,1610528907
35.42408930163212,0.8622021233730095,sidi ali,dz,48.22,72.0,0.0,5.32,1610528907
62.25326694498199,12.11366739014312,roros,no,17.6,73.0,75.0,6.91,1610528907
-12.821620500100337,86.17960344469753,hithadhoo,mv,82.27,76.0,13.0,21.21,1610528907
58.321776674217375,5.541729531523686,vigrestad,no,32.0,51.0,0.0,16.11,1610528908
22.769308552372877,-36.01946736535257,ponta do sol,cv,69.8,60.0,40.0,21.85,1610528908
-7.454913532482266,-39.2692638594751,barbalha,br,77.0,73.0,75.0,3.44,1610528908
45.87506665028414,-115.929959230739,lewiston,us,30.2,74.0,90.0,2.21,1610528908
44.44892920935453,-88.58381188401533,appleton,us,27.0,86.0,1.0,5.75,1610528908
-8.567131185638715,-75.30978418823595,campoverde,pe,71.2,98.0,68.0,0.76,1610528909
-8.984385539862998,149.72968440358454,alotau,pg,,,,,
-3.9469487907904295,145.05006005078724,angoram,pg,80.35,83.0,91.0,3.67,1610528909
-4.679293218805071,12.737121022987822,tshela,cd,77.09,84.0,100.0,3.36,1610528909
54.56940158055053,130.62203300830163,stoyba,ru,,,,,
-17.56934642560755,-53.08827523017776,alto araguaia,br,70.48,85.0,100.0,3.36,1610528910
49.29738168967535,-73.86767575254167,chapais,ca,24.8,93.0,90.0,9.22,1610528709
6.952910863742446,84.45060505813342,kalmunai,lk,81.25,80.0,54.0,11.68,1610528615
22.0492624139858,36.772785769156286,jiddah,sa,,,,,
38.00204257784688,-71.77237613145067,brigantine,us,32.0,80.0,1.0,8.95,1610528911
41.724073645613146,114.96901847616726,zhangjiakou,cn,23.34,77.0,0.0,1.92,1610528911
-17.84272817319824,-164.92407469200134,alofi,nu,77.0,94.0,100.0,4.61,1610528660
57.436052154035536,9.943743044285725,hjorring,dk,30.2,93.0,75.0,18.41,1610528911
-42.00503361270566,-100.58613053495912,ancud,cl,46.0,87.0,0.0,4.61,1610528911
39.038159453704054,57.25283747971798,baherden,tm,45.95,57.0,0.0,10.6,1610528633
70.383411772621,-43.62077928177655,ilulissat,gl,24.8,86.0,75.0,6.91,1610528912
3.9692245054519333,-6.424588023311713,san-pedro,ci,79.25,84.0,66.0,5.82,1610528647
-31.32183388139545,156.70215720244823,sawtell,au,75.2,73.0,11.0,8.05,1610528912
64.70807775580545,130.89346377051692,borogontsy,ru,-47.6,76.0,82.0,3.6,1610528913
10.53297916605321,-7.947414282038608,mandiana,gn,76.28,19.0,0.0,6.6,1610528913
-8.486370008723256,135.14539042055583,galiwinku,au,,,,,
13.816068297676338,-53.41503371024065,bathsheba,bb,77.0,78.0,40.0,13.8,1610528914
-33.94004145615669,150.4901948710248,mittagong,au,77.0,65.0,30.0,1.99,1610528817
3.1081677302033626,121.23073794737923,manuk mangkaw,ph,82.92,78.0,100.0,8.1,1610528914
74.9530535497016,18.7401172409146,longyearbyen,sj,21.2,86.0,75.0,11.5,1610528914
-13.234538069748723,132.34579546146256,jabiru,au,,,,,
78.63630863563685,12.96092693585237,barentsburg,sj,,,,,
61.97939074182838,144.28192129448973,artyk,ru,,,,,
-48.97794780876295,-28.543248350930952,cidreira,br,71.06,78.0,96.0,11.34,1610528915
-33.41220909947092,-59.90031761475683,san nicolas,ar,66.99,68.0,0.0,9.22,1610528916
19.276949155042885,111.13752534670431,wanning,cn,65.39,54.0,0.0,9.37,1610528916
-15.554445299790956,144.1224016238383,mareeba,au,82.4,74.0,40.0,11.5,1610528916
36.33777535613588,-95.21209562044706,claremore,us,32.0,80.0,1.0,3.44,1610528916
13.359435991354744,85.67837870538273,yanam,in,86.0,62.0,0.0,8.05,1610528916
-27.182232500258003,80.67054415106668,grand river south east,mu,,,,,
29.53845996386282,30.488980681629272,el faiyum,eg,,,,,
-0.4949831951043677,12.134791668339489,booue,ga,78.58,81.0,83.0,2.93,1610528917
3.422877133262176,18.20864124283034,mongoumba,cf,92.46,13.0,0.0,4.83,1610528918
12.728853278326142,-37.56662198368241,porto novo,cv,69.8,60.0,40.0,21.85,1610528918
57.030319582491956,-89.56685399422082,sioux lookout,ca,17.6,93.0,20.0,4.61,1610528709
16.987072289576005,56.073876445211766,salalah,om,82.4,20.0,0.0,18.41,1610528918
17.209428048476198,80.4099759819502,khammam,in,89.58,34.0,12.0,3.38,1610528919
-22.421730029785607,148.98379508877895,moranbah,au,79.14,72.0,16.0,15.46,1610528919
48.14547639534234,-142.0174512009595,sitka,us,35.6,87.0,75.0,8.05,1610528919
58.362811132409604,19.881114671284024,maarianhamina,fi,,,,,
30.37189863721177,29.15426616300701,alexandria,eg,68.0,56.0,75.0,14.97,1610528646
-4.161179966185202,-88.92715942073218,san cristobal,ec,74.43,86.0,26.0,12.21,1610528920
-1.4270757311594764,8.706821244718043,omboue,ga,73.56,94.0,100.0,10.13,1610528920
41.41641799621877,56.70770677311964,gazanjyk,tm,44.47,60.0,0.0,16.69,1610528633
-5.646898305700347,112.78578431702005,paciran,id,81.95,81.0,100.0,7.52,1610528920
-7.667115103902304,110.70441779149155,pedan,id,,,,,
46.49008688585931,-33.138003942947705,lagoa,pt,59.63,77.0,36.0,5.5,1610528921
-29.032555413297658,23.663572786534786,danielskuil,za,78.17,48.0,90.0,10.2,1610528921
45.88046227089589,-125.75160279062237,astoria,us,48.99,87.0,90.0,17.27,1610528825
-6.505598897946783,124.38636319105433,katobu,id,83.14,85.0,100.0,3.83,1610528921
31.292821443036175,-126.89909805710325,lompoc,us,54.0,93.0,1.0,5.84,1610528880
